,src,trg,iso_code,region,days_since_100_cases_in_China_2019
383,Liberia,Côte d'Ivoire,LBR,Africa,95 days 00:00:00.000000000
384,Liberia,Guinea,LBR,Africa,95 days 00:00:00.000000000
385,Liberia,Sierra Leone,LBR,Africa,95 days 00:00:00.000000000
386,Libya,Algeria,LBY,Africa,132 days 00:00:00.000000000
387,Libya,Chad,LBY,Africa,132 days 00:00:00.000000000
388,Libya,Egypt,LBY,Africa,132 days 00:00:00.000000000
389,Libya,Niger,LBY,Africa,132 days 00:00:00.000000000
390,Libya,Sudan,LBY,Africa,132 days 00:00:00.000000000
391,Libya,Tunisia,LBY,Africa,132 days 00:00:00.000000000
392,Lithuania,Belarus,LTU,Europe,64 days 00:00:00.000000000
393,Lithuania,Latvia,LTU,Europe,64 days 00:00:00.000000000
394,Lithuania,Poland,LTU,Europe,64 days 00:00:00.000000000
395,Lithuania,Russian Federation,LTU,Europe,64 days 00:00:00.000000000
396,Luxembourg,Belgium,LUX,Europe,60 days 00:00:00.000000000
397,Luxembourg,France,LUX,Europe,60 days 00:00:00.000000000
398,Luxembourg,Germany,LUX,Europe,60 days 00:00:00.000000000
399,Macao,China,MAC,Asia,999 days 00:00:00.000000000
400,Madagascar,Mayotte,MDG,Africa,84 days 00:00:00.000000000
401,Malawi,Mozambique,MWI,Africa,129 days 00:00:00.000000000
402,Malawi,"Tanzania, United Republic of",MWI,Africa,129 days 00:00:00.000000000
403,Malawi,Zambia,MWI,Africa,129 days 00:00:00.000000000
404,Malaysia,Brunei,MYS,Asia,52 days 00:00:00.000000000
405,Malaysia,Indonesia,MYS,Asia,52 days 00:00:00.000000000
406,Malaysia,Philippines,MYS,Asia,52 days 00:00:00.000000000
407,Malaysia,Singapore,MYS,Asia,52 days 00:00:00.000000000
408,Malaysia,Thailand,MYS,Asia,52 days 00:00:00.000000000
409,Maldives,Sri Lanka,MDV,Asia,97 days 00:00:00.000000000
410,Mali,Algeria,MLI,Africa,85 days 00:00:00.000000000
411,Mali,Burkina Faso,MLI,Africa,85 days 00:00:00.000000000
412,Mali,Côte d'Ivoire,MLI,Africa,85 days 00:00:00.000000000
413,Mali,Guinea,MLI,Africa,85 days 00:00:00.000000000
414,Mali,Mauritania,MLI,Africa,85 days 00:00:00.000000000
415,Mali,Niger,MLI,Africa,85 days 00:00:00.000000000
416,Mali,Senegal,MLI,Africa,85 days 00:00:00.000000000
417,Malta,Italy,MLT,Europe,65 days 00:00:00.000000000
418,Malta,Tunisia,MLT,Europe,65 days 00:00:00.000000000
419,Marshall Islands,Nauru,MHL,Oceania,999 days 00:00:00.000000000
420,Martinique,Dominica,MTQ,Americas,999 days 00:00:00.000000000
421,Mauritania,Algeria,MRT,Africa,124 days 00:00:00.000000000
422,Mauritania,Mali,MRT,Africa,124 days 00:00:00.000000000
423,Mauritania,Senegal,MRT,Africa,124 days 00:00:00.000000000
424,Mauritania,Western Sahara,MRT,Africa,124 days 00:00:00.000000000
425,Mauritius,Réunion,MUS,Africa,71 days 00:00:00.000000000
426,Mayotte,Mozambique,MYT,Africa,999 days 00:00:00.000000000
427,Mexico,Belize,MEX,Americas,61 days 00:00:00.000000000
428,Mexico,Guatemala,MEX,Americas,61 days 00:00:00.000000000
429,Mexico,United States of America,MEX,Americas,61 days 00:00:00.000000000
430,Micronesia (Federated States of),Papua New Guinea,FSM,Oceania,999 days 00:00:00.000000000
431,"Moldova, Republic of",Romania,MDA,Europe,66 days 00:00:00.000000000
432,"Moldova, Republic of",Ukraine,MDA,Europe,66 days 00:00:00.000000000
433,Mongolia,China,MNG,Asia,119 days 00:00:00.000000000
434,Mongolia,Russian Federation,MNG,Asia,119 days 00:00:00.000000000
435,Montenegro,Albania,MNE,Europe,74 days 00:00:00.000000000
436,Montenegro,Bosnia and Herzegovina,MNE,Europe,74 days 00:00:00.000000000
437,Montenegro,Croatia,MNE,Europe,74 days 00:00:00.000000000
438,Montenegro,Serbia,MNE,Europe,74 days 00:00:00.000000000
439,Morocco,Algeria,MAR,Africa,65 days 00:00:00.000000000
440,Morocco,Spain,MAR,Africa,65 days 00:00:00.000000000
441,Morocco,Western Sahara,MAR,Africa,65 days 00:00:00.000000000
442,Mozambique,Madagascar,MOZ,Africa,115 days 00:00:00.000000000
443,Mozambique,Malawi,MOZ,Africa,115 days 00:00:00.000000000
444,Mozambique,South Africa,MOZ,Africa,115 days 00:00:00.000000000
445,Mozambique,Swaziland,MOZ,Africa,115 days 00:00:00.000000000
446,Mozambique,"Tanzania, United Republic of",MOZ,Africa,115 days 00:00:00.000000000
447,Mozambique,Zambia,MOZ,Africa,115 days 00:00:00.000000000
448,Mozambique,Zimbabwe,MOZ,Africa,115 days 00:00:00.000000000
449,Myanmar,Bangladesh,MMR,Asia,92 days 00:00:00.000000000
450,Myanmar,China,MMR,Asia,92 days 00:00:00.000000000
451,Myanmar,India,MMR,Asia,92 days 00:00:00.000000000
452,Myanmar,Lao People's Democratic Republic,MMR,Asia,92 days 00:00:00.000000000
453,Myanmar,Thailand,MMR,Asia,92 days 00:00:00.000000000
454,Namibia,Angola,NAM,Africa,161 days 00:00:00.000000000
455,Namibia,Botswana,NAM,Africa,161 days 00:00:00.000000000
456,Namibia,South Africa,NAM,Africa,161 days 00:00:00.000000000
457,Namibia,Zambia,NAM,Africa,161 days 00:00:00.000000000
458,Nauru,Micronesia (Federated States of),NRU,Oceania,999 days 00:00:00.000000000
459,Nepal,China,NPL,Asia,111 days 00:00:00.000000000
460,Nepal,India,NPL,Asia,111 days 00:00:00.000000000
461,Netherlands,Belgium,NLD,Europe,49 days 00:00:00.000000000
462,Netherlands,Germany,NLD,Europe,49 days 00:00:00.000000000
463,New Caledonia,Australia,NCL,Oceania,999 days 00:00:00.000000000
464,New Caledonia,Vanuatu,NCL,Oceania,999 days 00:00:00.000000000
465,New Zealand,Australia,NZL,Oceania,65 days 00:00:00.000000000
466,Nicaragua,Costa Rica,NIC,Americas,126 days 00:00:00.000000000
467,Nicaragua,Honduras,NIC,Americas,126 days 00:00:00.000000000
468,Niger,Algeria,NER,Africa,78 days 00:00:00.000000000
469,Niger,Benin,NER,Africa,78 days 00:00:00.000000000
470,Niger,Burkina Faso,NER,Africa,78 days 00:00:00.000000000
471,Niger,Chad,NER,Africa,78 days 00:00:00.000000000
472,Niger,Libya,NER,Africa,78 days 00:00:00.000000000
473,Niger,Mali,NER,Africa,78 days 00:00:00.000000000
474,Niger,Nigeria,NER,Africa,78 days 00:00:00.000000000
475,Nigeria,Benin,NGA,Africa,73 days 00:00:00.000000000
476,Nigeria,Cameroon,NGA,Africa,73 days 00:00:00.000000000
477,Nigeria,Chad,NGA,Africa,73 days 00:00:00.000000000
478,Nigeria,Niger,NGA,Africa,73 days 00:00:00.000000000
479,Niue,Tonga,NIU,Oceania,999 days 00:00:00.000000000
480,Norfolk Island,New Zealand,NFK,Oceania,999 days 00:00:00.000000000
481,North Macedonia,Albania,MKD,Europe,65 days 00:00:00.000000000
482,North Macedonia,Bulgaria,MKD,Europe,65 days 00:00:00.000000000
483,North Macedonia,Greece,MKD,Europe,65 days 00:00:00.000000000
484,North Macedonia,Serbia,MKD,Europe,65 days 00:00:00.000000000
485,Northern Mariana Islands,Guam,MNP,Oceania,999 days 00:00:00.000000000
486,Norway,Finland,NOR,Europe,49 days 00:00:00.000000000
487,Norway,Russian Federation,NOR,Europe,49 days 00:00:00.000000000
488,Norway,Sweden,NOR,Europe,49 days 00:00:00.000000000
489,Oman,Saudi Arabia,OMN,Asia,69 days 00:00:00.000000000
490,Oman,United Arab Emirates,OMN,Asia,69 days 00:00:00.000000000
491,Oman,Yemen,OMN,Asia,69 days 00:00:00.000000000
492,Pakistan,Afghanistan,PAK,Asia,59 days 00:00:00.000000000
493,Pakistan,China,PAK,Asia,59 days 00:00:00.000000000
494,Pakistan,India,PAK,Asia,59 days 00:00:00.000000000
495,Pakistan,Iran (Islamic Republic of),PAK,Asia,59 days 00:00:00.000000000
496,Palau,Guam,PLW,Oceania,999 days 00:00:00.000000000
497,Palau,Indonesia,PLW,Oceania,999 days 00:00:00.000000000
498,Palau,Philippines,PLW,Oceania,999 days 00:00:00.000000000
499,Panama,Colombia,PAN,Americas,61 days 00:00:00.000000000
500,Panama,Costa Rica,PAN,Americas,61 days 00:00:00.000000000
501,Papua New Guinea,Australia,PNG,Oceania,999 days 00:00:00.000000000
502,Papua New Guinea,Indonesia,PNG,Oceania,999 days 00:00:00.000000000
503,Papua New Guinea,Solomon Islands,PNG,Oceania,999 days 00:00:00.000000000
504,Paraguay,Argentina,PRY,Americas,78 days 00:00:00.000000000
505,Paraguay,Bolivia,PRY,Americas,78 days 00:00:00.000000000
506,Paraguay,Brazil,PRY,Americas,78 days 00:00:00.000000000
507,Peru,Bolivia,PER,Americas,60 days 00:00:00.000000000
508,Peru,Brazil,PER,Americas,60 days 00:00:00.000000000
509,Peru,Chile,PER,Americas,60 days 00:00:00.000000000
510,Peru,Colombia,PER,Americas,60 days 00:00:00.000000000
511,Peru,Ecuador,PER,Americas,60 days 00:00:00.000000000
512,Philippines,Indonesia,PHL,Asia,57 days 00:00:00.000000000
513,Poland,Belarus,POL,Europe,57 days 00:00:00.000000000
514,Poland,Czechia,POL,Europe,57 days 00:00:00.000000000
515,Poland,Germany,POL,Europe,57 days 00:00:00.000000000
516,Poland,Lithuania,POL,Europe,57 days 00:00:00.000000000
517,Poland,Russian Federation,POL,Europe,57 days 00:00:00.000000000
518,Poland,Slovakia,POL,Europe,57 days 00:00:00.000000000
519,Poland,Ukraine,POL,Europe,57 days 00:00:00.000000000
520,Portugal,Spain,PRT,Europe,56 days 00:00:00.000000000
521,Puerto Rico,Dominican Republic,PRI,Americas,72 days 00:00:00.000000000
522,Qatar,Saudi Arabia,QAT,Asia,54 days 00:00:00.000000000
523,Réunion,Madagascar,REU,Africa,999 days 00:00:00.000000000
524,Romania,Bulgaria,ROU,Europe,57 days 00:00:00.000000000
525,Romania,Hungary,ROU,Europe,57 days 00:00:00.000000000
526,Romania,"Moldova, Republic of",ROU,Europe,57 days 00:00:00.000000000
527,Romania,Serbia,ROU,Europe,57 days 00:00:00.000000000
528,Romania,Ukraine,ROU,Europe,57 days 00:00:00.000000000
529,Russian Federation,Azerbaijan,RUS,Europe,60 days 00:00:00.000000000
530,Russian Federation,Belarus,RUS,Europe,60 days 00:00:00.000000000
531,Russian Federation,China,RUS,Europe,60 days 00:00:00.000000000
532,Russian Federation,Estonia,RUS,Europe,60 days 00:00:00.000000000
533,Russian Federation,Finland,RUS,Europe,60 days 00:00:00.000000000
534,Russian Federation,Georgia,RUS,Europe,60 days 00:00:00.000000000
535,Russian Federation,Kazakhstan,RUS,Europe,60 days 00:00:00.000000000
536,Russian Federation,Korea (Democratic People's Republic of),RUS,Europe,60 days 00:00:00.000000000
537,Russian Federation,Latvia,RUS,Europe,60 days 00:00:00.000000000
538,Russian Federation,Lithuania,RUS,Europe,60 days 00:00:00.000000000
539,Russian Federation,Mongolia,RUS,Europe,60 days 00:00:00.000000000
540,Russian Federation,Norway,RUS,Europe,60 days 00:00:00.000000000
541,Russian Federation,Poland,RUS,Europe,60 days 00:00:00.000000000
542,Russian Federation,Ukraine,RUS,Europe,60 days 00:00:00.000000000
543,Rwanda,Burundi,RWA,Africa,78 days 00:00:00.000000000
544,Rwanda,"Congo, Democratic Republic of the",RWA,Africa,78 days 00:00:00.000000000
545,Rwanda,"Tanzania, United Republic of",RWA,Africa,78 days 00:00:00.000000000
546,Rwanda,Uganda,RWA,Africa,78 days 00:00:00.000000000
547,Saint Lucia,Barbados,LCA,Americas,999 days 00:00:00.000000000
548,Saint Lucia,Martinique,LCA,Americas,999 days 00:00:00.000000000
549,Saint Lucia,Saint Vincent and the Grenadines,LCA,Americas,999 days 00:00:00.000000000
550,Saint Pierre and Miquelon,Canada,SPM,Americas,999 days 00:00:00.000000000
551,Saint Vincent and the Grenadines,Barbados,VCT,Americas,999 days 00:00:00.000000000
552,Saint Vincent and the Grenadines,Grenada,VCT,Americas,999 days 00:00:00.000000000
553,Sao Tome and Principe,Gabon,STP,Africa,108 days 00:00:00.000000000
554,Saudi Arabia,Iraq,SAU,Asia,58 days 00:00:00.000000000
555,Saudi Arabia,Jordan,SAU,Asia,58 days 00:00:00.000000000
556,Saudi Arabia,Kuwait,SAU,Asia,58 days 00:00:00.000000000
557,Saudi Arabia,Oman,SAU,Asia,58 days 00:00:00.000000000
558,Saudi Arabia,Qatar,SAU,Asia,58 days 00:00:00.000000000
559,Saudi Arabia,United Arab Emirates,SAU,Asia,58 days 00:00:00.000000000
560,Saudi Arabia,Yemen,SAU,Asia,58 days 00:00:00.000000000
561,Senegal,Gambia,SEN,Africa,69 days 00:00:00.000000000
562,Senegal,Guinea,SEN,Africa,69 days 00:00:00.000000000
563,Senegal,Guinea-Bissau,SEN,Africa,69 days 00:00:00.000000000
564,Senegal,Mali,SEN,Africa,69 days 00:00:00.000000000
565,Senegal,Mauritania,SEN,Africa,69 days 00:00:00.000000000
566,Serbia,Bosnia and Herzegovina,SRB,Europe,62 days 00:00:00.000000000
567,Serbia,Bulgaria,SRB,Europe,62 days 00:00:00.000000000
568,Serbia,Croatia,SRB,Europe,62 days 00:00:00.000000000
569,Serbia,Hungary,SRB,Europe,62 days 00:00:00.000000000
570,Serbia,Montenegro,SRB,Europe,62 days 00:00:00.000000000
571,Serbia,North Macedonia,SRB,Europe,62 days 00:00:00.000000000
572,Serbia,Romania,SRB,Europe,62 days 00:00:00.000000000
573,Seychelles,Madagascar,SYC,Africa,999 days 00:00:00.000000000
574,Seychelles,Somalia,SYC,Africa,999 days 00:00:00.000000000
575,Sierra Leone,Guinea,SLE,Africa,102 days 00:00:00.000000000
576,Sierra Leone,Liberia,SLE,Africa,102 days 00:00:00.000000000
577,Singapore,Indonesia,SGP,Asia,43 days 00:00:00.000000000
578,Slovakia,Austria,SVK,Europe,61 days 00:00:00.000000000
579,Slovakia,Czechia,SVK,Europe,61 days 00:00:00.000000000
580,Slovakia,Hungary,SVK,Europe,61 days 00:00:00.000000000
581,Slovakia,Poland,SVK,Europe,61 days 00:00:00.000000000
582,Slovakia,Ukraine,SVK,Europe,61 days 00:00:00.000000000
583,Slovenia,Austria,SVN,Europe,56 days 00:00:00.000000000
584,Slovenia,Croatia,SVN,Europe,56 days 00:00:00.000000000
585,Slovenia,Hungary,SVN,Europe,56 days 00:00:00.000000000
586,Slovenia,Italy,SVN,Europe,56 days 00:00:00.000000000
587,Somalia,Djibouti,SOM,Africa,91 days 00:00:00.000000000
588,Somalia,Ethiopia,SOM,Africa,91 days 00:00:00.000000000
589,Somalia,Kenya,SOM,Africa,91 days 00:00:00.000000000
590,Solomon Islands,Nauru,SLB,Oceania,999 days 00:00:00.000000000
591,South Africa,Botswana,ZAF,Africa,61 days 00:00:00.000000000
592,South Africa,Lesotho,ZAF,Africa,61 days 00:00:00.000000000
593,South Africa,Mozambique,ZAF,Africa,61 days 00:00:00.000000000
594,South Africa,Namibia,ZAF,Africa,61 days 00:00:00.000000000
595,South Africa,Swaziland,ZAF,Africa,61 days 00:00:00.000000000
596,South Africa,Zimbabwe,ZAF,Africa,61 days 00:00:00.000000000
597,South Sudan,Central African Republic,SSD,Africa,112 days 00:00:00.000000000
598,South Sudan,"Congo, Democratic Republic of the",SSD,Africa,112 days 00:00:00.000000000
599,South Sudan,Eritrea,SSD,Africa,112 days 00:00:00.000000000
600,South Sudan,Ethiopia,SSD,Africa,112 days 00:00:00.000000000
601,South Sudan,Kenya,SSD,Africa,112 days 00:00:00.000000000
602,South Sudan,Sudan,SSD,Africa,112 days 00:00:00.000000000
603,South Sudan,Uganda,SSD,Africa,112 days 00:00:00.000000000
604,Spain,France,ESP,Europe,44 days 00:00:00.000000000
605,Spain,Gibraltar,ESP,Europe,44 days 00:00:00.000000000
606,Spain,Morocco,ESP,Europe,44 days 00:00:00.000000000
607,Spain,Portugal,ESP,Europe,44 days 00:00:00.000000000
608,Sri Lanka,India,LKA,Asia,67 days 00:00:00.000000000
609,Sri Lanka,Indonesia,LKA,Asia,67 days 00:00:00.000000000
610,Sudan,Central African Republic,SDN,Africa,95 days 00:00:00.000000000
611,Sudan,Chad,SDN,Africa,95 days 00:00:00.000000000
612,Sudan,Egypt,SDN,Africa,95 days 00:00:00.000000000
613,Sudan,Eritrea,SDN,Africa,95 days 00:00:00.000000000
614,Sudan,Ethiopia,SDN,Africa,95 days 00:00:00.000000000
615,Sudan,Libya,SDN,Africa,95 days 00:00:00.000000000
616,Sudan,South Sudan,SDN,Africa,95 days 00:00:00.000000000
617,Suriname,Brazil,SUR,Americas,142 days 00:00:00.000000000
618,Suriname,French Guiana,SUR,Americas,142 days 00:00:00.000000000
619,Suriname,Guyana,SUR,Americas,142 days 00:00:00.000000000
620,Swaziland,Mozambique,SWZ,Africa,105 days 00:00:00.000000000
621,Swaziland,South Africa,SWZ,Africa,105 days 00:00:00.000000000
622,Sweden,Denmark,SWE,Europe,49 days 00:00:00.000000000
623,Sweden,Finland,SWE,Europe,49 days 00:00:00.000000000
624,Sweden,Norway,SWE,Europe,49 days 00:00:00.000000000
625,Switzerland,Austria,CHE,Europe,49 days 00:00:00.000000000
626,Switzerland,France,CHE,Europe,49 days 00:00:00.000000000
627,Switzerland,Germany,CHE,Europe,49 days 00:00:00.000000000
628,Switzerland,Italy,CHE,Europe,49 days 00:00:00.000000000
629,Taiwan,China,TWN,Asia,61 days 00:00:00.000000000
630,Taiwan,Philippines,TWN,Asia,61 days 00:00:00.000000000
631,Tajikistan,Afghanistan,TJK,Asia,108 days 00:00:00.000000000
632,Tajikistan,China,TJK,Asia,108 days 00:00:00.000000000
633,Tajikistan,Kyrgyzstan,TJK,Asia,108 days 00:00:00.000000000
634,Tajikistan,Uzbekistan,TJK,Asia,108 days 00:00:00.000000000
635,"Tanzania, United Republic of",Burundi,TZA,Africa,91 days 00:00:00.000000000
636,"Tanzania, United Republic of","Congo, Democratic Republic of the",TZA,Africa,91 days 00:00:00.000000000
637,"Tanzania, United Republic of",Kenya,TZA,Africa,91 days 00:00:00.000000000
638,"Tanzania, United Republic of",Malawi,TZA,Africa,91 days 00:00:00.000000000
639,"Tanzania, United Republic of",Mozambique,TZA,Africa,91 days 00:00:00.000000000
640,"Tanzania, United Republic of",Rwanda,TZA,Africa,91 days 00:00:00.000000000
641,"Tanzania, United Republic of",Uganda,TZA,Africa,91 days 00:00:00.000000000
642,"Tanzania, United Republic of",Zambia,TZA,Africa,91 days 00:00:00.000000000
643,Thailand,Cambodia,THA,Asia,58 days 00:00:00.000000000
644,Thailand,Lao People's Democratic Republic,THA,Asia,58 days 00:00:00.000000000
645,Thailand,Malaysia,THA,Asia,58 days 00:00:00.000000000
646,Thailand,Myanmar,THA,Asia,58 days 00:00:00.000000000
647,Togo,Benin,TGO,Africa,103 days 00:00:00.000000000
648,Togo,Burkina Faso,TGO,Africa,103 days 00:00:00.000000000
649,Togo,Ghana,TGO,Africa,103 days 00:00:00.000000000
650,Tonga,American Samoa,TON,Oceania,999 days 00:00:00.000000000
651,Tonga,Fiji,TON,Oceania,999 days 00:00:00.000000000
652,Trinidad and Tobago,Grenada,TTO,Americas,78 days 00:00:00.000000000
653,Trinidad and Tobago,Venezuela (Bolivarian Republic of),TTO,Americas,78 days 00:00:00.000000000
654,Tunisia,Algeria,TUN,Africa,67 days 00:00:00.000000000
655,Tunisia,Libya,TUN,Africa,67 days 00:00:00.000000000
656,Turkey,Armenia,TUR,Asia,61 days 00:00:00.000000000
657,Turkey,Azerbaijan,TUR,Asia,61 days 00:00:00.000000000
658,Turkey,Bulgaria,TUR,Asia,61 days 00:00:00.000000000
659,Turkey,Georgia,TUR,Asia,61 days 00:00:00.000000000
660,Turkey,Greece,TUR,Asia,61 days 00:00:00.000000000
661,Turkey,Iran (Islamic Republic of),TUR,Asia,61 days 00:00:00.000000000
662,Turkey,Iraq,TUR,Asia,61 days 00:00:00.000000000
663,Turkmenistan,Afghanistan,TKM,Asia,999 days 00:00:00.000000000
664,Turkmenistan,Iran (Islamic Republic of),TKM,Asia,999 days 00:00:00.000000000
665,Turkmenistan,Kazakhstan,TKM,Asia,999 days 00:00:00.000000000
666,Turkmenistan,Uzbekistan,TKM,Asia,999 days 00:00:00.000000000
667,Turks and Caicos Islands,Bahamas,TCA,Americas,999 days 00:00:00.000000000
668,Tuvalu,Wallis and Futuna,TUV,Oceania,999 days 00:00:00.000000000
669,Uganda,"Congo, Democratic Republic of the",UGA,Africa,111 days 00:00:00.000000000
670,Uganda,Kenya,UGA,Africa,111 days 00:00:00.000000000
671,Uganda,Rwanda,UGA,Africa,111 days 00:00:00.000000000
672,Uganda,South Sudan,UGA,Africa,111 days 00:00:00.000000000
673,Uganda,"Tanzania, United Republic of",UGA,Africa,111 days 00:00:00.000000000
674,Ukraine,Belarus,UKR,Europe,68 days 00:00:00.000000000
675,Ukraine,Hungary,UKR,Europe,68 days 00:00:00.000000000
676,Ukraine,"Moldova, Republic of",UKR,Europe,68 days 00:00:00.000000000
677,Ukraine,Poland,UKR,Europe,68 days 00:00:00.000000000
678,Ukraine,Romania,UKR,Europe,68 days 00:00:00.000000000
679,Ukraine,Russian Federation,UKR,Europe,68 days 00:00:00.000000000
680,Ukraine,Slovakia,UKR,Europe,68 days 00:00:00.000000000
681,United Arab Emirates,Oman,ARE,Asia,60 days 00:00:00.000000000
682,United Arab Emirates,Saudi Arabia,ARE,Asia,60 days 00:00:00.000000000
683,United Kingdom of Great Britain and Northern Ireland,Ireland,GBR,Europe,48 days 00:00:00.000000000
684,United States of America,Canada,USA,Americas,45 days 00:00:00.000000000
685,United States of America,Mexico,USA,Americas,45 days 00:00:00.000000000
686,Uruguay,Argentina,URY,Americas,63 days 00:00:00.000000000
687,Uruguay,Brazil,URY,Americas,63 days 00:00:00.000000000
688,Uzbekistan,Afghanistan,UZB,Asia,70 days 00:00:00.000000000
689,Uzbekistan,Kazakhstan,UZB,Asia,70 days 00:00:00.000000000
690,Uzbekistan,Kyrgyzstan,UZB,Asia,70 days 00:00:00.000000000
691,Uzbekistan,Tajikistan,UZB,Asia,70 days 00:00:00.000000000
692,Uzbekistan,Turkmenistan,UZB,Asia,70 days 00:00:00.000000000
693,Vanuatu,Fiji,VUT,Oceania,999 days 00:00:00.000000000
694,Vanuatu,Papua New Guinea,VUT,Oceania,999 days 00:00:00.000000000
695,Venezuela (Bolivarian Republic of),Brazil,VEN,Americas,68 days 00:00:00.000000000
696,Venezuela (Bolivarian Republic of),Colombia,VEN,Americas,68 days 00:00:00.000000000
697,Venezuela (Bolivarian Republic of),Grenada,VEN,Americas,68 days 00:00:00.000000000
698,Venezuela (Bolivarian Republic of),Guyana,VEN,Americas,68 days 00:00:00.000000000
699,Viet Nam,Cambodia,VNM,Asia,65 days 00:00:00.000000000
700,Viet Nam,China,VNM,Asia,65 days 00:00:00.000000000
701,Viet Nam,Lao People's Democratic Republic,VNM,Asia,65 days 00:00:00.000000000
702,Virgin Islands (British),Anguilla,VGB,Americas,999 days 00:00:00.000000000
703,Virgin Islands (British),Puerto Rico,VGB,Americas,999 days 00:00:00.000000000
704,Wallis and Futuna,Samoa,WLF,Oceania,999 days 00:00:00.000000000
705,Western Sahara,Algeria,ESH,Africa,162 days 00:00:00.000000000
706,Western Sahara,Mauritania,ESH,Africa,162 days 00:00:00.000000000
707,Western Sahara,Morocco,ESH,Africa,162 days 00:00:00.000000000
708,Yemen,Oman,YEM,Asia,119 days 00:00:00.000000000
709,Yemen,Saudi Arabia,YEM,Asia,119 days 00:00:00.000000000
710,Zambia,Angola,ZMB,Africa,104 days 00:00:00.000000000
711,Zambia,Botswana,ZMB,Africa,104 days 00:00:00.000000000
712,Zambia,"Congo, Democratic Republic of the",ZMB,Africa,104 days 00:00:00.000000000
713,Zambia,Malawi,ZMB,Africa,104 days 00:00:00.000000000
714,Zambia,Mozambique,ZMB,Africa,104 days 00:00:00.000000000
715,Zambia,Namibia,ZMB,Africa,104 days 00:00:00.000000000
716,Zambia,"Tanzania, United Republic of",ZMB,Africa,104 days 00:00:00.000000000
717,Zambia,Zimbabwe,ZMB,Africa,104 days 00:00:00.000000000
718,Zimbabwe,Botswana,ZWE,Africa,131 days 00:00:00.000000000
719,Zimbabwe,Mozambique,ZWE,Africa,131 days 00:00:00.000000000
720,Zimbabwe,South Africa,ZWE,Africa,131 days 00:00:00.000000000
721,Zimbabwe,Zambia,ZWE,Africa,131 days 00:00:00.000000000
