,src,iso-alpha-3,region,trg,weights
14470,South Africa,ZAF,Africa,Réunion,1
14471,South Africa,ZAF,Africa,Rwanda,1
14472,South Africa,ZAF,Africa,Saudi Arabia,1
14473,South Africa,ZAF,Africa,Senegal,1
14474,South Africa,ZAF,Africa,Seychelles,1
14475,South Africa,ZAF,Africa,Singapore,1
14476,South Africa,ZAF,Africa,Swaziland,1
14477,South Africa,ZAF,Africa,Switzerland,1
14478,South Africa,ZAF,Africa,"Tanzania, United Republic of",1
14479,South Africa,ZAF,Africa,Thailand,1
14480,South Africa,ZAF,Africa,Turkey,1
14481,South Africa,ZAF,Africa,Uganda,1
14482,South Africa,ZAF,Africa,United Arab Emirates,1
14483,South Africa,ZAF,Africa,United Kingdom of Great Britain and Northern Ireland,1
14484,South Africa,ZAF,Africa,United States of America,1
14485,South Africa,ZAF,Africa,Zambia,1
14486,South Africa,ZAF,Africa,Zimbabwe,1
14697,South Sudan,SSD,Africa,Egypt,1
14698,South Sudan,SSD,Africa,Ethiopia,1
14699,South Sudan,SSD,Africa,Kenya,1
14700,South Sudan,SSD,Africa,Rwanda,1
14701,South Sudan,SSD,Africa,Sudan,1
14702,South Sudan,SSD,Africa,Uganda,1
14703,South Sudan,SSD,Africa,United Arab Emirates,1
14746,Spain,ESP,Europe,Algeria,1
14747,Spain,ESP,Europe,Angola,1
14748,Spain,ESP,Europe,Argentina,1
14749,Spain,ESP,Europe,Austria,1
14750,Spain,ESP,Europe,Belarus,1
14751,Spain,ESP,Europe,Belgium,1
14752,Spain,ESP,Europe,Bolivia,1
14753,Spain,ESP,Europe,Brazil,1
14754,Spain,ESP,Europe,Bulgaria,1
14755,Spain,ESP,Europe,Canada,1
14756,Spain,ESP,Europe,Cabo Verde,1
14757,Spain,ESP,Europe,Chile,1
14758,Spain,ESP,Europe,China,1
14759,Spain,ESP,Europe,Colombia,1
14760,Spain,ESP,Europe,Costa Rica,1
14761,Spain,ESP,Europe,Croatia,1
14762,Spain,ESP,Europe,Cuba,1
14763,Spain,ESP,Europe,Czechia,1
14764,Spain,ESP,Europe,Denmark,1
14765,Spain,ESP,Europe,Dominican Republic,1
14766,Spain,ESP,Europe,Ecuador,1
14767,Spain,ESP,Europe,Egypt,1
14768,Spain,ESP,Europe,Equatorial Guinea,1
14769,Spain,ESP,Europe,Estonia,1
14770,Spain,ESP,Europe,Finland,1
14771,Spain,ESP,Europe,France,1
14772,Spain,ESP,Europe,Gambia,1
14773,Spain,ESP,Europe,Germany,1
14774,Spain,ESP,Europe,Ghana,1
14775,Spain,ESP,Europe,Greece,1
14776,Spain,ESP,Europe,Guatemala,1
14777,Spain,ESP,Europe,Hungary,1
14778,Spain,ESP,Europe,Iceland,1
14779,Spain,ESP,Europe,Ireland,1
14780,Spain,ESP,Europe,Israel,1
14781,Spain,ESP,Europe,Italy,1
14782,Spain,ESP,Europe,Jordan,1
14783,Spain,ESP,Europe,Latvia,1
14784,Spain,ESP,Europe,Libya,1
14785,Spain,ESP,Europe,Lithuania,1
14786,Spain,ESP,Europe,Luxembourg,1
14787,Spain,ESP,Europe,Malta,1
14788,Spain,ESP,Europe,Mauritania,1
14789,Spain,ESP,Europe,Mexico,1
14790,Spain,ESP,Europe,Morocco,1
14791,Spain,ESP,Europe,Netherlands,1
14792,Spain,ESP,Europe,Nigeria,1
14793,Spain,ESP,Europe,Norway,1
14794,Spain,ESP,Europe,Pakistan,1
14795,Spain,ESP,Europe,Panama,1
14796,Spain,ESP,Europe,Peru,1
14797,Spain,ESP,Europe,Poland,1
14798,Spain,ESP,Europe,Portugal,1
14799,Spain,ESP,Europe,Qatar,1
14800,Spain,ESP,Europe,Romania,1
14801,Spain,ESP,Europe,Russian Federation,1
14802,Spain,ESP,Europe,Saudi Arabia,1
14803,Spain,ESP,Europe,Senegal,1
14804,Spain,ESP,Europe,Singapore,1
14805,Spain,ESP,Europe,Slovakia,1
14806,Spain,ESP,Europe,"Korea, Republic of",1
14807,Spain,ESP,Europe,Sweden,1
14808,Spain,ESP,Europe,Switzerland,1
14809,Spain,ESP,Europe,Thailand,1
14810,Spain,ESP,Europe,Tunisia,1
14811,Spain,ESP,Europe,Turkey,1
14812,Spain,ESP,Europe,Ukraine,1
14813,Spain,ESP,Europe,United Arab Emirates,1
14814,Spain,ESP,Europe,United Kingdom of Great Britain and Northern Ireland,1
14815,Spain,ESP,Europe,United States of America,1
14816,Spain,ESP,Europe,Uruguay,1
14817,Spain,ESP,Europe,Venezuela (Bolivarian Republic of),1
14818,Spain,ESP,Europe,Western Sahara,1
15038,Sri Lanka,LKA,Asia,Bahrain,1
15039,Sri Lanka,LKA,Asia,Bangladesh,1
15040,Sri Lanka,LKA,Asia,China,1
15041,Sri Lanka,LKA,Asia,France,1
15042,Sri Lanka,LKA,Asia,Germany,1
15043,Sri Lanka,LKA,Asia,India,1
15044,Sri Lanka,LKA,Asia,Indonesia,1
15045,Sri Lanka,LKA,Asia,Italy,1
15046,Sri Lanka,LKA,Asia,Japan,1
15047,Sri Lanka,LKA,Asia,Kuwait,1
15048,Sri Lanka,LKA,Asia,Malaysia,1
15049,Sri Lanka,LKA,Asia,Maldives,1
15050,Sri Lanka,LKA,Asia,Oman,1
15051,Sri Lanka,LKA,Asia,Pakistan,1
15052,Sri Lanka,LKA,Asia,Qatar,1
15053,Sri Lanka,LKA,Asia,Russian Federation,1
15054,Sri Lanka,LKA,Asia,Saudi Arabia,1
15055,Sri Lanka,LKA,Asia,Seychelles,1
15056,Sri Lanka,LKA,Asia,Singapore,1
15057,Sri Lanka,LKA,Asia,"Korea, Republic of",1
15058,Sri Lanka,LKA,Asia,Thailand,1
15059,Sri Lanka,LKA,Asia,United Arab Emirates,1
15060,Sri Lanka,LKA,Asia,United Kingdom of Great Britain and Northern Ireland,1
15084,Sudan,SDN,Africa,Bahrain,1
15085,Sudan,SDN,Africa,Chad,1
15086,Sudan,SDN,Africa,Egypt,1
15087,Sudan,SDN,Africa,Eritrea,1
15088,Sudan,SDN,Africa,Ethiopia,1
15089,Sudan,SDN,Africa,Jordan,1
15090,Sudan,SDN,Africa,Kenya,1
15091,Sudan,SDN,Africa,Qatar,1
15092,Sudan,SDN,Africa,Saudi Arabia,1
15093,Sudan,SDN,Africa,South Sudan,1
15094,Sudan,SDN,Africa,Turkey,1
15095,Sudan,SDN,Africa,United Arab Emirates,1
15096,Sudan,SDN,Africa,Yemen,1
15175,Suriname,SUR,Americas,Aruba,1
15176,Suriname,SUR,Americas,Brazil,1
15177,Suriname,SUR,Americas,French Guiana,1
15178,Suriname,SUR,Americas,Guyana,1
15179,Suriname,SUR,Americas,Netherlands,1
15180,Suriname,SUR,Americas,Netherlands Antilles,1
15181,Suriname,SUR,Americas,Trinidad and Tobago,1
15196,Swaziland,SWZ,Africa,South Africa,1
15198,Sweden,SWE,Europe,Austria,1
15199,Sweden,SWE,Europe,Belarus,1
15200,Sweden,SWE,Europe,Belgium,1
15201,Sweden,SWE,Europe,Bosnia and Herzegovina,1
15202,Sweden,SWE,Europe,China,1
15203,Sweden,SWE,Europe,Croatia,1
15204,Sweden,SWE,Europe,Cyprus,1
15205,Sweden,SWE,Europe,Czechia,1
15206,Sweden,SWE,Europe,Denmark,1
15207,Sweden,SWE,Europe,Estonia,1
15208,Sweden,SWE,Europe,Ethiopia,1
15209,Sweden,SWE,Europe,Finland,1
15210,Sweden,SWE,Europe,France,1
15211,Sweden,SWE,Europe,Germany,1
15212,Sweden,SWE,Europe,Greece,1
15213,Sweden,SWE,Europe,Hungary,1
15214,Sweden,SWE,Europe,Iceland,1
15215,Sweden,SWE,Europe,Iran (Islamic Republic of),1
15216,Sweden,SWE,Europe,Iraq,1
15217,Sweden,SWE,Europe,Ireland,1
15218,Sweden,SWE,Europe,Israel,1
15219,Sweden,SWE,Europe,Italy,1
15220,Sweden,SWE,Europe,Latvia,1
15221,Sweden,SWE,Europe,Lithuania,1
15222,Sweden,SWE,Europe,Luxembourg,1
15223,Sweden,SWE,Europe,North Macedonia,1
15224,Sweden,SWE,Europe,Malta,1
15225,Sweden,SWE,Europe,Morocco,1
15226,Sweden,SWE,Europe,Netherlands,1
15227,Sweden,SWE,Europe,Norway,1
15228,Sweden,SWE,Europe,Poland,1
15229,Sweden,SWE,Europe,Portugal,1
15230,Sweden,SWE,Europe,Qatar,1
15231,Sweden,SWE,Europe,Russian Federation,1
15232,Sweden,SWE,Europe,Serbia,1
15233,Sweden,SWE,Europe,Spain,1
15234,Sweden,SWE,Europe,Switzerland,1
15235,Sweden,SWE,Europe,Thailand,1
15236,Sweden,SWE,Europe,Turkey,1
15237,Sweden,SWE,Europe,United Arab Emirates,1
15238,Sweden,SWE,Europe,United Kingdom of Great Britain and Northern Ireland,1
15239,Sweden,SWE,Europe,United States of America,1
15324,Switzerland,CHE,Europe,Algeria,1
15325,Switzerland,CHE,Europe,Austria,1
15326,Switzerland,CHE,Europe,Belarus,1
15327,Switzerland,CHE,Europe,Belgium,1
15328,Switzerland,CHE,Europe,Bosnia and Herzegovina,1
15329,Switzerland,CHE,Europe,Brazil,1
15330,Switzerland,CHE,Europe,Bulgaria,1
15331,Switzerland,CHE,Europe,Canada,1
15332,Switzerland,CHE,Europe,China,1
15333,Switzerland,CHE,Europe,Croatia,1
15334,Switzerland,CHE,Europe,Cuba,1
15335,Switzerland,CHE,Europe,Cyprus,1
15336,Switzerland,CHE,Europe,Czechia,1
15337,Switzerland,CHE,Europe,Denmark,1
15338,Switzerland,CHE,Europe,Dominican Republic,1
15339,Switzerland,CHE,Europe,Egypt,1
15340,Switzerland,CHE,Europe,Finland,1
15341,Switzerland,CHE,Europe,France,1
15342,Switzerland,CHE,Europe,Germany,1
15343,Switzerland,CHE,Europe,Greece,1
15344,Switzerland,CHE,Europe,Hong Kong,1
15345,Switzerland,CHE,Europe,Hungary,1
15346,Switzerland,CHE,Europe,Iceland,1
15347,Switzerland,CHE,Europe,India,1
15348,Switzerland,CHE,Europe,Ireland,1
15349,Switzerland,CHE,Europe,Israel,1
15350,Switzerland,CHE,Europe,Italy,1
15351,Switzerland,CHE,Europe,Japan,1
15352,Switzerland,CHE,Europe,Jersey,1
15353,Switzerland,CHE,Europe,Jordan,1
15354,Switzerland,CHE,Europe,Kenya,1
15355,Switzerland,CHE,Europe,Latvia,1
15356,Switzerland,CHE,Europe,Lebanon,1
15357,Switzerland,CHE,Europe,Luxembourg,1
15358,Switzerland,CHE,Europe,North Macedonia,1
15359,Switzerland,CHE,Europe,Malta,1
15360,Switzerland,CHE,Europe,Montenegro,1
15361,Switzerland,CHE,Europe,Morocco,1
15362,Switzerland,CHE,Europe,Netherlands,1
15363,Switzerland,CHE,Europe,Norway,1
15364,Switzerland,CHE,Europe,Oman,1
15365,Switzerland,CHE,Europe,Poland,1
15366,Switzerland,CHE,Europe,Portugal,1
15367,Switzerland,CHE,Europe,Qatar,1
15368,Switzerland,CHE,Europe,Romania,1
15369,Switzerland,CHE,Europe,Russian Federation,1
15370,Switzerland,CHE,Europe,Saudi Arabia,1
15371,Switzerland,CHE,Europe,Serbia,1
15372,Switzerland,CHE,Europe,Singapore,1
15373,Switzerland,CHE,Europe,Slovenia,1
15374,Switzerland,CHE,Europe,South Africa,1
15375,Switzerland,CHE,Europe,"Korea, Republic of",1
15376,Switzerland,CHE,Europe,Spain,1
15377,Switzerland,CHE,Europe,Sweden,1
15378,Switzerland,CHE,Europe,Thailand,1
15379,Switzerland,CHE,Europe,Tunisia,1
15380,Switzerland,CHE,Europe,Turkey,1
15381,Switzerland,CHE,Europe,Ukraine,1
15382,Switzerland,CHE,Europe,United Arab Emirates,1
15383,Switzerland,CHE,Europe,United Kingdom of Great Britain and Northern Ireland,1
15384,Switzerland,CHE,Europe,United States of America,1
15568,Taiwan,TWN,Asia,Australia,1
15569,Taiwan,TWN,Asia,Austria,1
15570,Taiwan,TWN,Asia,Myanmar,1
15571,Taiwan,TWN,Asia,Cambodia,1
15572,Taiwan,TWN,Asia,Canada,1
15573,Taiwan,TWN,Asia,China,1
15574,Taiwan,TWN,Asia,France,1
15575,Taiwan,TWN,Asia,Germany,1
15576,Taiwan,TWN,Asia,Guam,1
15577,Taiwan,TWN,Asia,Hong Kong,1
15578,Taiwan,TWN,Asia,India,1
15579,Taiwan,TWN,Asia,Indonesia,1
15580,Taiwan,TWN,Asia,Japan,1
15581,Taiwan,TWN,Asia,Macao,1
15582,Taiwan,TWN,Asia,Malaysia,1
15583,Taiwan,TWN,Asia,Netherlands,1
15584,Taiwan,TWN,Asia,Palau,1
15585,Taiwan,TWN,Asia,Philippines,1
15586,Taiwan,TWN,Asia,Singapore,1
15587,Taiwan,TWN,Asia,"Korea, Republic of",1
15588,Taiwan,TWN,Asia,Thailand,1
15589,Taiwan,TWN,Asia,United Arab Emirates,1
15590,Taiwan,TWN,Asia,United States of America,1
15591,Taiwan,TWN,Asia,Viet Nam,1
15616,Tajikistan,TJK,Asia,China,1
15617,Tajikistan,TJK,Asia,Germany,1
15618,Tajikistan,TJK,Asia,India,1
15619,Tajikistan,TJK,Asia,Iran (Islamic Republic of),1
15620,Tajikistan,TJK,Asia,Kazakhstan,1
15621,Tajikistan,TJK,Asia,Kyrgyzstan,1
15622,Tajikistan,TJK,Asia,Russian Federation,1
15623,Tajikistan,TJK,Asia,Turkey,1
15624,Tajikistan,TJK,Asia,United Arab Emirates,1
15652,"Tanzania, United Republic of",TZA,Africa,Comoros,1
15653,"Tanzania, United Republic of",TZA,Africa,Egypt,1
15654,"Tanzania, United Republic of",TZA,Africa,Ethiopia,1
15655,"Tanzania, United Republic of",TZA,Africa,Germany,1
15656,"Tanzania, United Republic of",TZA,Africa,Kenya,1
15657,"Tanzania, United Republic of",TZA,Africa,Malawi,1
15658,"Tanzania, United Republic of",TZA,Africa,Mayotte,1
15659,"Tanzania, United Republic of",TZA,Africa,Mozambique,1
15660,"Tanzania, United Republic of",TZA,Africa,Netherlands,1
15661,"Tanzania, United Republic of",TZA,Africa,Oman,1
15662,"Tanzania, United Republic of",TZA,Africa,Qatar,1
15663,"Tanzania, United Republic of",TZA,Africa,Rwanda,1
15664,"Tanzania, United Republic of",TZA,Africa,South Africa,1
15665,"Tanzania, United Republic of",TZA,Africa,Turkey,1
15666,"Tanzania, United Republic of",TZA,Africa,Uganda,1
15667,"Tanzania, United Republic of",TZA,Africa,United Arab Emirates,1
15668,"Tanzania, United Republic of",TZA,Africa,Zimbabwe,1
15788,Thailand,THA,Asia,Australia,1
15789,Thailand,THA,Asia,Austria,1
15790,Thailand,THA,Asia,Bahrain,1
15791,Thailand,THA,Asia,Bangladesh,1
15792,Thailand,THA,Asia,Belgium,1
15793,Thailand,THA,Asia,Brunei,1
15794,Thailand,THA,Asia,Myanmar,1
15795,Thailand,THA,Asia,Cambodia,1
15796,Thailand,THA,Asia,China,1
15797,Thailand,THA,Asia,Denmark,1
15798,Thailand,THA,Asia,Egypt,1
15799,Thailand,THA,Asia,Ethiopia,1
15800,Thailand,THA,Asia,Finland,1
15801,Thailand,THA,Asia,France,1
15802,Thailand,THA,Asia,Germany,1
15803,Thailand,THA,Asia,Hong Kong,1
15804,Thailand,THA,Asia,India,1
15805,Thailand,THA,Asia,Indonesia,1
15806,Thailand,THA,Asia,Iran (Islamic Republic of),1
15807,Thailand,THA,Asia,Israel,1
15808,Thailand,THA,Asia,Italy,1
15809,Thailand,THA,Asia,Japan,1
15810,Thailand,THA,Asia,Jordan,1
15811,Thailand,THA,Asia,Kazakhstan,1
15812,Thailand,THA,Asia,Kenya,1
15813,Thailand,THA,Asia,Kuwait,1
15814,Thailand,THA,Asia,Lao People's Democratic Republic,1
15815,Thailand,THA,Asia,Macao,1
15816,Thailand,THA,Asia,Madagascar,1
15817,Thailand,THA,Asia,Malaysia,1
15818,Thailand,THA,Asia,Maldives,1
15819,Thailand,THA,Asia,Mongolia,1
15820,Thailand,THA,Asia,Nepal,1
15821,Thailand,THA,Asia,Netherlands,1
15822,Thailand,THA,Asia,New Zealand,1
15823,Thailand,THA,Asia,Norway,1
15824,Thailand,THA,Asia,Oman,1
15825,Thailand,THA,Asia,Pakistan,1
15826,Thailand,THA,Asia,Philippines,1
15827,Thailand,THA,Asia,Qatar,1
15828,Thailand,THA,Asia,Russian Federation,1
15829,Thailand,THA,Asia,Singapore,1
15830,Thailand,THA,Asia,South Africa,1
15831,Thailand,THA,Asia,"Korea, Republic of",1
15832,Thailand,THA,Asia,Spain,1
15833,Thailand,THA,Asia,Sri Lanka,1
15834,Thailand,THA,Asia,Sweden,1
15835,Thailand,THA,Asia,Switzerland,1
15836,Thailand,THA,Asia,Taiwan,1
15837,Thailand,THA,Asia,Turkey,1
15838,Thailand,THA,Asia,Ukraine,1
15839,Thailand,THA,Asia,United Arab Emirates,1
15840,Thailand,THA,Asia,United Kingdom of Great Britain and Northern Ireland,1
15841,Thailand,THA,Asia,Uzbekistan,1
15842,Thailand,THA,Asia,Viet Nam,1
16008,Togo,TGO,Africa,Belgium,1
16009,Togo,TGO,Africa,Benin,1
16010,Togo,TGO,Africa,Brazil,1
16011,Togo,TGO,Africa,Burkina Faso,1
16012,Togo,TGO,Africa,Cameroon,1
16013,Togo,TGO,Africa,Côte d'Ivoire,1
16014,Togo,TGO,Africa,Ethiopia,1
16015,Togo,TGO,Africa,France,1
16016,Togo,TGO,Africa,Gabon,1
16017,Togo,TGO,Africa,Ghana,1
16018,Togo,TGO,Africa,Guinea,1
16019,Togo,TGO,Africa,Mali,1
16020,Togo,TGO,Africa,Nigeria,1
16047,Tonga,TON,Oceania,Australia,1
16048,Tonga,TON,Oceania,Fiji,1
16049,Tonga,TON,Oceania,New Zealand,1
16053,Trinidad and Tobago,TTO,Americas,Antigua and Barbuda,1
16054,Trinidad and Tobago,TTO,Americas,Barbados,1
16055,Trinidad and Tobago,TTO,Americas,Canada,1
16056,Trinidad and Tobago,TTO,Americas,Grenada,1
16057,Trinidad and Tobago,TTO,Americas,Guyana,1
16058,Trinidad and Tobago,TTO,Americas,Jamaica,1
16059,Trinidad and Tobago,TTO,Americas,Netherlands Antilles,1
16060,Trinidad and Tobago,TTO,Americas,Panama,1
16061,Trinidad and Tobago,TTO,Americas,Saint Lucia,1
16062,Trinidad and Tobago,TTO,Americas,Saint Vincent and the Grenadines,1
16063,Trinidad and Tobago,TTO,Americas,Suriname,1
16064,Trinidad and Tobago,TTO,Americas,United Kingdom of Great Britain and Northern Ireland,1
16065,Trinidad and Tobago,TTO,Americas,United States of America,1
16066,Trinidad and Tobago,TTO,Americas,Venezuela (Bolivarian Republic of),1
16081,Tunisia,TUN,Africa,Algeria,1
16082,Tunisia,TUN,Africa,Austria,1
16083,Tunisia,TUN,Africa,Belgium,1
16084,Tunisia,TUN,Africa,Burkina Faso,1
16085,Tunisia,TUN,Africa,Côte d'Ivoire,1
16086,Tunisia,TUN,Africa,Egypt,1
16087,Tunisia,TUN,Africa,France,1
16088,Tunisia,TUN,Africa,Germany,1
16089,Tunisia,TUN,Africa,Italy,1
16090,Tunisia,TUN,Africa,Jordan,1
16091,Tunisia,TUN,Africa,Kuwait,1
16092,Tunisia,TUN,Africa,Lebanon,1
16093,Tunisia,TUN,Africa,Libya,1
16094,Tunisia,TUN,Africa,Luxembourg,1
16095,Tunisia,TUN,Africa,Mali,1
16096,Tunisia,TUN,Africa,Malta,1
16097,Tunisia,TUN,Africa,Mauritania,1
16098,Tunisia,TUN,Africa,Morocco,1
16099,Tunisia,TUN,Africa,Netherlands,1
16100,Tunisia,TUN,Africa,Portugal,1
16101,Tunisia,TUN,Africa,Qatar,1
16102,Tunisia,TUN,Africa,Russian Federation,1
16103,Tunisia,TUN,Africa,Saudi Arabia,1
16104,Tunisia,TUN,Africa,Senegal,1
16105,Tunisia,TUN,Africa,Serbia,1
16106,Tunisia,TUN,Africa,Spain,1
16107,Tunisia,TUN,Africa,Switzerland,1
16108,Tunisia,TUN,Africa,Turkey,1
16109,Tunisia,TUN,Africa,United Arab Emirates,1
16110,Tunisia,TUN,Africa,United Kingdom of Great Britain and Northern Ireland,1
16141,Turkey,TUR,Asia,Afghanistan,1
16142,Turkey,TUR,Asia,Albania,1
16143,Turkey,TUR,Asia,Algeria,1
16144,Turkey,TUR,Asia,Austria,1
16145,Turkey,TUR,Asia,Azerbaijan,1
16146,Turkey,TUR,Asia,Bahrain,1
16147,Turkey,TUR,Asia,Bangladesh,1
16148,Turkey,TUR,Asia,Belarus,1
16149,Turkey,TUR,Asia,Belgium,1
16150,Turkey,TUR,Asia,Bosnia and Herzegovina,1
16151,Turkey,TUR,Asia,Brazil,1
16152,Turkey,TUR,Asia,Bulgaria,1
16153,Turkey,TUR,Asia,Cameroon,1
16154,Turkey,TUR,Asia,Canada,1
16155,Turkey,TUR,Asia,China,1
16156,Turkey,TUR,Asia,"Congo, Democratic Republic of the",1
16157,Turkey,TUR,Asia,Croatia,1
16158,Turkey,TUR,Asia,Cyprus,1
16159,Turkey,TUR,Asia,Czechia,1
16160,Turkey,TUR,Asia,Denmark,1
16161,Turkey,TUR,Asia,Djibouti,1
16162,Turkey,TUR,Asia,Egypt,1
16163,Turkey,TUR,Asia,Estonia,1
16164,Turkey,TUR,Asia,Ethiopia,1
16165,Turkey,TUR,Asia,Finland,1
16166,Turkey,TUR,Asia,France,1
16167,Turkey,TUR,Asia,Georgia,1
16168,Turkey,TUR,Asia,Germany,1
16169,Turkey,TUR,Asia,Ghana,1
16170,Turkey,TUR,Asia,Greece,1
16171,Turkey,TUR,Asia,Hong Kong,1
16172,Turkey,TUR,Asia,Hungary,1
16173,Turkey,TUR,Asia,India,1
16174,Turkey,TUR,Asia,Iran (Islamic Republic of),1
16175,Turkey,TUR,Asia,Iraq,1
16176,Turkey,TUR,Asia,Ireland,1
16177,Turkey,TUR,Asia,Israel,1
16178,Turkey,TUR,Asia,Italy,1
16179,Turkey,TUR,Asia,Japan,1
16180,Turkey,TUR,Asia,Jordan,1
16181,Turkey,TUR,Asia,Kazakhstan,1
16182,Turkey,TUR,Asia,Kenya,1
16183,Turkey,TUR,Asia,Kuwait,1
16184,Turkey,TUR,Asia,Kyrgyzstan,1
16185,Turkey,TUR,Asia,Latvia,1
16186,Turkey,TUR,Asia,Lebanon,1
16187,Turkey,TUR,Asia,Libya,1
16188,Turkey,TUR,Asia,Lithuania,1
16189,Turkey,TUR,Asia,Luxembourg,1
16190,Turkey,TUR,Asia,North Macedonia,1
16191,Turkey,TUR,Asia,Malaysia,1
16192,Turkey,TUR,Asia,Maldives,1
16193,Turkey,TUR,Asia,Malta,1
16194,Turkey,TUR,Asia,"Moldova, Republic of",1
16195,Turkey,TUR,Asia,Montenegro,1
16196,Turkey,TUR,Asia,Morocco,1
16197,Turkey,TUR,Asia,Nepal,1
16198,Turkey,TUR,Asia,Netherlands,1
16199,Turkey,TUR,Asia,Niger,1
16200,Turkey,TUR,Asia,Nigeria,1
16201,Turkey,TUR,Asia,Norway,1
16202,Turkey,TUR,Asia,Oman,1
16203,Turkey,TUR,Asia,Pakistan,1
16204,Turkey,TUR,Asia,Panama,1
16205,Turkey,TUR,Asia,Poland,1
16206,Turkey,TUR,Asia,Portugal,1
16207,Turkey,TUR,Asia,Qatar,1
16208,Turkey,TUR,Asia,Romania,1
16209,Turkey,TUR,Asia,Russian Federation,1
16210,Turkey,TUR,Asia,Rwanda,1
16211,Turkey,TUR,Asia,Saudi Arabia,1
16212,Turkey,TUR,Asia,Serbia,1
16213,Turkey,TUR,Asia,Singapore,1
16214,Turkey,TUR,Asia,Slovenia,1
16215,Turkey,TUR,Asia,South Africa,1
16216,Turkey,TUR,Asia,"Korea, Republic of",1
16217,Turkey,TUR,Asia,Spain,1
16218,Turkey,TUR,Asia,Sudan,1
16219,Turkey,TUR,Asia,Sweden,1
16220,Turkey,TUR,Asia,Switzerland,1
16221,Turkey,TUR,Asia,Tajikistan,1
16222,Turkey,TUR,Asia,"Tanzania, United Republic of",1
16223,Turkey,TUR,Asia,Thailand,1
16224,Turkey,TUR,Asia,Tunisia,1
16225,Turkey,TUR,Asia,Turkmenistan,1
16226,Turkey,TUR,Asia,Ukraine,1
16227,Turkey,TUR,Asia,United Arab Emirates,1
16228,Turkey,TUR,Asia,United Kingdom of Great Britain and Northern Ireland,1
16229,Turkey,TUR,Asia,United States of America,1
16230,Turkey,TUR,Asia,Uzbekistan,1
16231,Turkey,TUR,Asia,Yemen,1
16778,Turkmenistan,TKM,Asia,Azerbaijan,1
16779,Turkmenistan,TKM,Asia,Belarus,1
16780,Turkmenistan,TKM,Asia,China,1
16781,Turkmenistan,TKM,Asia,Germany,1
16782,Turkmenistan,TKM,Asia,India,1
16783,Turkmenistan,TKM,Asia,Russian Federation,1
16784,Turkmenistan,TKM,Asia,Turkey,1
16785,Turkmenistan,TKM,Asia,United Arab Emirates,1
16786,Turkmenistan,TKM,Asia,United Kingdom of Great Britain and Northern Ireland,1
16814,Turks and Caicos Islands,TCA,Americas,Bahamas,1
16815,Turks and Caicos Islands,TCA,Americas,Canada,1
16816,Turks and Caicos Islands,TCA,Americas,Dominican Republic,1
16817,Turks and Caicos Islands,TCA,Americas,Haiti,1
16818,Turks and Caicos Islands,TCA,Americas,Jamaica,1
16819,Turks and Caicos Islands,TCA,Americas,Puerto Rico,1
16820,Turks and Caicos Islands,TCA,Americas,United States of America,1
16821,Tuvalu,TUV,Oceania,Fiji,1
16822,Uganda,UGA,Africa,Belgium,1
16823,Uganda,UGA,Africa,Burundi,1
16824,Uganda,UGA,Africa,Egypt,1
16825,Uganda,UGA,Africa,Eritrea,1
16826,Uganda,UGA,Africa,Ethiopia,1
16827,Uganda,UGA,Africa,Kenya,1
16828,Uganda,UGA,Africa,Netherlands,1
16829,Uganda,UGA,Africa,Qatar,1
16830,Uganda,UGA,Africa,Rwanda,1
16831,Uganda,UGA,Africa,Somalia,1
16832,Uganda,UGA,Africa,South Africa,1
16833,Uganda,UGA,Africa,South Sudan,1
16834,Uganda,UGA,Africa,"Tanzania, United Republic of",1
16835,Uganda,UGA,Africa,Turkey,1
16836,Uganda,UGA,Africa,United Arab Emirates,1
16837,Uganda,UGA,Africa,United Kingdom of Great Britain and Northern Ireland,1
16902,Ukraine,UKR,Europe,Armenia,1
16903,Ukraine,UKR,Europe,Austria,1
16904,Ukraine,UKR,Europe,Azerbaijan,1
16905,Ukraine,UKR,Europe,Belarus,1
16906,Ukraine,UKR,Europe,Belgium,1
16907,Ukraine,UKR,Europe,Cyprus,1
16908,Ukraine,UKR,Europe,Czechia,1
16909,Ukraine,UKR,Europe,Estonia,1
16910,Ukraine,UKR,Europe,Finland,1
16911,Ukraine,UKR,Europe,France,1
16912,Ukraine,UKR,Europe,Georgia,1
16913,Ukraine,UKR,Europe,Germany,1
16914,Ukraine,UKR,Europe,Greece,1
16915,Ukraine,UKR,Europe,Hungary,1
16916,Ukraine,UKR,Europe,Israel,1
16917,Ukraine,UKR,Europe,Italy,1
16918,Ukraine,UKR,Europe,Jordan,1
16919,Ukraine,UKR,Europe,Kazakhstan,1
16920,Ukraine,UKR,Europe,Latvia,1
16921,Ukraine,UKR,Europe,Lithuania,1
16922,Ukraine,UKR,Europe,"Moldova, Republic of",1
16923,Ukraine,UKR,Europe,Netherlands,1
16924,Ukraine,UKR,Europe,Norway,1
16925,Ukraine,UKR,Europe,Poland,1
16926,Ukraine,UKR,Europe,Portugal,1
16927,Ukraine,UKR,Europe,Russian Federation,1
16928,Ukraine,UKR,Europe,Spain,1
16929,Ukraine,UKR,Europe,Switzerland,1
16930,Ukraine,UKR,Europe,Thailand,1
16931,Ukraine,UKR,Europe,Turkey,1
16932,Ukraine,UKR,Europe,United Arab Emirates,1
16933,Ukraine,UKR,Europe,United Kingdom of Great Britain and Northern Ireland,1
