,src,iso_code,region,trg,weights,days_since_100_cases_in_China_2019
14771,Spain,ESP,Europe,France,1.0,44 days 00:00:00.000000000
14772,Spain,ESP,Europe,Gambia,1.0,44 days 00:00:00.000000000
14773,Spain,ESP,Europe,Germany,1.0,44 days 00:00:00.000000000
14774,Spain,ESP,Europe,Ghana,1.0,44 days 00:00:00.000000000
14775,Spain,ESP,Europe,Greece,1.0,44 days 00:00:00.000000000
14776,Spain,ESP,Europe,Guatemala,1.0,44 days 00:00:00.000000000
14777,Spain,ESP,Europe,Hungary,1.0,44 days 00:00:00.000000000
14778,Spain,ESP,Europe,Iceland,1.0,44 days 00:00:00.000000000
14779,Spain,ESP,Europe,Ireland,1.0,44 days 00:00:00.000000000
14780,Spain,ESP,Europe,Israel,1.0,44 days 00:00:00.000000000
14781,Spain,ESP,Europe,Italy,1.0,44 days 00:00:00.000000000
14782,Spain,ESP,Europe,Jordan,1.0,44 days 00:00:00.000000000
14783,Spain,ESP,Europe,Latvia,1.0,44 days 00:00:00.000000000
14784,Spain,ESP,Europe,Libya,1.0,44 days 00:00:00.000000000
14785,Spain,ESP,Europe,Lithuania,1.0,44 days 00:00:00.000000000
14786,Spain,ESP,Europe,Luxembourg,1.0,44 days 00:00:00.000000000
14787,Spain,ESP,Europe,Malta,1.0,44 days 00:00:00.000000000
14788,Spain,ESP,Europe,Mauritania,1.0,44 days 00:00:00.000000000
14789,Spain,ESP,Europe,Mexico,1.0,44 days 00:00:00.000000000
14790,Spain,ESP,Europe,Morocco,1.0,44 days 00:00:00.000000000
14791,Spain,ESP,Europe,Netherlands,1.0,44 days 00:00:00.000000000
14792,Spain,ESP,Europe,Nigeria,1.0,44 days 00:00:00.000000000
14793,Spain,ESP,Europe,Norway,1.0,44 days 00:00:00.000000000
14794,Spain,ESP,Europe,Pakistan,1.0,44 days 00:00:00.000000000
14795,Spain,ESP,Europe,Panama,1.0,44 days 00:00:00.000000000
14796,Spain,ESP,Europe,Peru,1.0,44 days 00:00:00.000000000
14797,Spain,ESP,Europe,Poland,1.0,44 days 00:00:00.000000000
14798,Spain,ESP,Europe,Portugal,1.0,44 days 00:00:00.000000000
14799,Spain,ESP,Europe,Qatar,1.0,44 days 00:00:00.000000000
14800,Spain,ESP,Europe,Romania,1.0,44 days 00:00:00.000000000
14801,Spain,ESP,Europe,Russian Federation,1.0,44 days 00:00:00.000000000
14802,Spain,ESP,Europe,Saudi Arabia,1.0,44 days 00:00:00.000000000
14803,Spain,ESP,Europe,Senegal,1.0,44 days 00:00:00.000000000
14804,Spain,ESP,Europe,Singapore,1.0,44 days 00:00:00.000000000
14805,Spain,ESP,Europe,Slovakia,1.0,44 days 00:00:00.000000000
14806,Spain,ESP,Europe,"Korea, Republic of",1.0,44 days 00:00:00.000000000
14807,Spain,ESP,Europe,Sweden,1.0,44 days 00:00:00.000000000
14808,Spain,ESP,Europe,Switzerland,1.0,44 days 00:00:00.000000000
14809,Spain,ESP,Europe,Thailand,1.0,44 days 00:00:00.000000000
14810,Spain,ESP,Europe,Tunisia,1.0,44 days 00:00:00.000000000
14811,Spain,ESP,Europe,Turkey,1.0,44 days 00:00:00.000000000
14812,Spain,ESP,Europe,Ukraine,1.0,44 days 00:00:00.000000000
14813,Spain,ESP,Europe,United Arab Emirates,1.0,44 days 00:00:00.000000000
14814,Spain,ESP,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,44 days 00:00:00.000000000
14815,Spain,ESP,Europe,United States of America,1.0,44 days 00:00:00.000000000
14816,Spain,ESP,Europe,Uruguay,1.0,44 days 00:00:00.000000000
14817,Spain,ESP,Europe,Venezuela (Bolivarian Republic of),1.0,44 days 00:00:00.000000000
14818,Spain,ESP,Europe,Western Sahara,1.0,44 days 00:00:00.000000000
15038,Sri Lanka,LKA,Asia,Bahrain,1.0,67 days 00:00:00.000000000
15039,Sri Lanka,LKA,Asia,Bangladesh,1.0,67 days 00:00:00.000000000
15040,Sri Lanka,LKA,Asia,China,1.0,67 days 00:00:00.000000000
15041,Sri Lanka,LKA,Asia,France,1.0,67 days 00:00:00.000000000
15042,Sri Lanka,LKA,Asia,Germany,1.0,67 days 00:00:00.000000000
15043,Sri Lanka,LKA,Asia,India,1.0,67 days 00:00:00.000000000
15044,Sri Lanka,LKA,Asia,Indonesia,1.0,67 days 00:00:00.000000000
15045,Sri Lanka,LKA,Asia,Italy,1.0,67 days 00:00:00.000000000
15046,Sri Lanka,LKA,Asia,Japan,1.0,67 days 00:00:00.000000000
15047,Sri Lanka,LKA,Asia,Kuwait,1.0,67 days 00:00:00.000000000
15048,Sri Lanka,LKA,Asia,Malaysia,1.0,67 days 00:00:00.000000000
15049,Sri Lanka,LKA,Asia,Maldives,1.0,67 days 00:00:00.000000000
15050,Sri Lanka,LKA,Asia,Oman,1.0,67 days 00:00:00.000000000
15051,Sri Lanka,LKA,Asia,Pakistan,1.0,67 days 00:00:00.000000000
15052,Sri Lanka,LKA,Asia,Qatar,1.0,67 days 00:00:00.000000000
15053,Sri Lanka,LKA,Asia,Russian Federation,1.0,67 days 00:00:00.000000000
15054,Sri Lanka,LKA,Asia,Saudi Arabia,1.0,67 days 00:00:00.000000000
15055,Sri Lanka,LKA,Asia,Seychelles,1.0,67 days 00:00:00.000000000
15056,Sri Lanka,LKA,Asia,Singapore,1.0,67 days 00:00:00.000000000
15057,Sri Lanka,LKA,Asia,"Korea, Republic of",1.0,67 days 00:00:00.000000000
15058,Sri Lanka,LKA,Asia,Thailand,1.0,67 days 00:00:00.000000000
15059,Sri Lanka,LKA,Asia,United Arab Emirates,1.0,67 days 00:00:00.000000000
15060,Sri Lanka,LKA,Asia,United Kingdom of Great Britain and Northern Ireland,1.0,67 days 00:00:00.000000000
15084,Sudan,SDN,Africa,Bahrain,1.0,95 days 00:00:00.000000000
15085,Sudan,SDN,Africa,Chad,1.0,95 days 00:00:00.000000000
15086,Sudan,SDN,Africa,Egypt,1.0,95 days 00:00:00.000000000
15087,Sudan,SDN,Africa,Eritrea,1.0,95 days 00:00:00.000000000
15088,Sudan,SDN,Africa,Ethiopia,1.0,95 days 00:00:00.000000000
15089,Sudan,SDN,Africa,Jordan,1.0,95 days 00:00:00.000000000
15090,Sudan,SDN,Africa,Kenya,1.0,95 days 00:00:00.000000000
15091,Sudan,SDN,Africa,Qatar,1.0,95 days 00:00:00.000000000
15092,Sudan,SDN,Africa,Saudi Arabia,1.0,95 days 00:00:00.000000000
15093,Sudan,SDN,Africa,South Sudan,1.0,95 days 00:00:00.000000000
15094,Sudan,SDN,Africa,Turkey,1.0,95 days 00:00:00.000000000
15095,Sudan,SDN,Africa,United Arab Emirates,1.0,95 days 00:00:00.000000000
15096,Sudan,SDN,Africa,Yemen,1.0,95 days 00:00:00.000000000
15175,Suriname,SUR,Americas,Aruba,1.0,142 days 00:00:00.000000000
15176,Suriname,SUR,Americas,Brazil,1.0,142 days 00:00:00.000000000
15177,Suriname,SUR,Americas,French Guiana,1.0,142 days 00:00:00.000000000
15178,Suriname,SUR,Americas,Guyana,1.0,142 days 00:00:00.000000000
15179,Suriname,SUR,Americas,Netherlands,1.0,142 days 00:00:00.000000000
15180,Suriname,SUR,Americas,Netherlands Antilles,1.0,142 days 00:00:00.000000000
15181,Suriname,SUR,Americas,Trinidad and Tobago,1.0,142 days 00:00:00.000000000
15196,Swaziland,SWZ,Africa,South Africa,1.0,105 days 00:00:00.000000000
15198,Sweden,SWE,Europe,Austria,1.0,49 days 00:00:00.000000000
15199,Sweden,SWE,Europe,Belarus,1.0,49 days 00:00:00.000000000
15200,Sweden,SWE,Europe,Belgium,1.0,49 days 00:00:00.000000000
15201,Sweden,SWE,Europe,Bosnia and Herzegovina,1.0,49 days 00:00:00.000000000
15202,Sweden,SWE,Europe,China,1.0,49 days 00:00:00.000000000
15203,Sweden,SWE,Europe,Croatia,1.0,49 days 00:00:00.000000000
15204,Sweden,SWE,Europe,Cyprus,1.0,49 days 00:00:00.000000000
15205,Sweden,SWE,Europe,Czechia,1.0,49 days 00:00:00.000000000
15206,Sweden,SWE,Europe,Denmark,1.0,49 days 00:00:00.000000000
15207,Sweden,SWE,Europe,Estonia,1.0,49 days 00:00:00.000000000
15208,Sweden,SWE,Europe,Ethiopia,1.0,49 days 00:00:00.000000000
15209,Sweden,SWE,Europe,Finland,1.0,49 days 00:00:00.000000000
15210,Sweden,SWE,Europe,France,1.0,49 days 00:00:00.000000000
15211,Sweden,SWE,Europe,Germany,1.0,49 days 00:00:00.000000000
15212,Sweden,SWE,Europe,Greece,1.0,49 days 00:00:00.000000000
15213,Sweden,SWE,Europe,Hungary,1.0,49 days 00:00:00.000000000
15214,Sweden,SWE,Europe,Iceland,1.0,49 days 00:00:00.000000000
15215,Sweden,SWE,Europe,Iran (Islamic Republic of),1.0,49 days 00:00:00.000000000
15216,Sweden,SWE,Europe,Iraq,1.0,49 days 00:00:00.000000000
15217,Sweden,SWE,Europe,Ireland,1.0,49 days 00:00:00.000000000
15218,Sweden,SWE,Europe,Israel,1.0,49 days 00:00:00.000000000
15219,Sweden,SWE,Europe,Italy,1.0,49 days 00:00:00.000000000
15220,Sweden,SWE,Europe,Latvia,1.0,49 days 00:00:00.000000000
15221,Sweden,SWE,Europe,Lithuania,1.0,49 days 00:00:00.000000000
15222,Sweden,SWE,Europe,Luxembourg,1.0,49 days 00:00:00.000000000
15223,Sweden,SWE,Europe,North Macedonia,1.0,49 days 00:00:00.000000000
15224,Sweden,SWE,Europe,Malta,1.0,49 days 00:00:00.000000000
15225,Sweden,SWE,Europe,Morocco,1.0,49 days 00:00:00.000000000
15226,Sweden,SWE,Europe,Netherlands,1.0,49 days 00:00:00.000000000
15227,Sweden,SWE,Europe,Norway,1.0,49 days 00:00:00.000000000
15228,Sweden,SWE,Europe,Poland,1.0,49 days 00:00:00.000000000
15229,Sweden,SWE,Europe,Portugal,1.0,49 days 00:00:00.000000000
15230,Sweden,SWE,Europe,Qatar,1.0,49 days 00:00:00.000000000
15231,Sweden,SWE,Europe,Russian Federation,1.0,49 days 00:00:00.000000000
15232,Sweden,SWE,Europe,Serbia,1.0,49 days 00:00:00.000000000
15233,Sweden,SWE,Europe,Spain,1.0,49 days 00:00:00.000000000
15234,Sweden,SWE,Europe,Switzerland,1.0,49 days 00:00:00.000000000
15235,Sweden,SWE,Europe,Thailand,1.0,49 days 00:00:00.000000000
15236,Sweden,SWE,Europe,Turkey,1.0,49 days 00:00:00.000000000
15237,Sweden,SWE,Europe,United Arab Emirates,1.0,49 days 00:00:00.000000000
15238,Sweden,SWE,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,49 days 00:00:00.000000000
15239,Sweden,SWE,Europe,United States of America,1.0,49 days 00:00:00.000000000
15324,Switzerland,CHE,Europe,Algeria,1.0,49 days 00:00:00.000000000
15325,Switzerland,CHE,Europe,Austria,1.0,49 days 00:00:00.000000000
15326,Switzerland,CHE,Europe,Belarus,1.0,49 days 00:00:00.000000000
15327,Switzerland,CHE,Europe,Belgium,1.0,49 days 00:00:00.000000000
15328,Switzerland,CHE,Europe,Bosnia and Herzegovina,1.0,49 days 00:00:00.000000000
15329,Switzerland,CHE,Europe,Brazil,1.0,49 days 00:00:00.000000000
15330,Switzerland,CHE,Europe,Bulgaria,1.0,49 days 00:00:00.000000000
15331,Switzerland,CHE,Europe,Canada,1.0,49 days 00:00:00.000000000
15332,Switzerland,CHE,Europe,China,1.0,49 days 00:00:00.000000000
15333,Switzerland,CHE,Europe,Croatia,1.0,49 days 00:00:00.000000000
15334,Switzerland,CHE,Europe,Cuba,1.0,49 days 00:00:00.000000000
15335,Switzerland,CHE,Europe,Cyprus,1.0,49 days 00:00:00.000000000
15336,Switzerland,CHE,Europe,Czechia,1.0,49 days 00:00:00.000000000
15337,Switzerland,CHE,Europe,Denmark,1.0,49 days 00:00:00.000000000
15338,Switzerland,CHE,Europe,Dominican Republic,1.0,49 days 00:00:00.000000000
15339,Switzerland,CHE,Europe,Egypt,1.0,49 days 00:00:00.000000000
15340,Switzerland,CHE,Europe,Finland,1.0,49 days 00:00:00.000000000
15341,Switzerland,CHE,Europe,France,1.0,49 days 00:00:00.000000000
15342,Switzerland,CHE,Europe,Germany,1.0,49 days 00:00:00.000000000
15343,Switzerland,CHE,Europe,Greece,1.0,49 days 00:00:00.000000000
15344,Switzerland,CHE,Europe,Hong Kong,1.0,49 days 00:00:00.000000000
15345,Switzerland,CHE,Europe,Hungary,1.0,49 days 00:00:00.000000000
15346,Switzerland,CHE,Europe,Iceland,1.0,49 days 00:00:00.000000000
15347,Switzerland,CHE,Europe,India,1.0,49 days 00:00:00.000000000
15348,Switzerland,CHE,Europe,Ireland,1.0,49 days 00:00:00.000000000
15349,Switzerland,CHE,Europe,Israel,1.0,49 days 00:00:00.000000000
15350,Switzerland,CHE,Europe,Italy,1.0,49 days 00:00:00.000000000
15351,Switzerland,CHE,Europe,Japan,1.0,49 days 00:00:00.000000000
15352,Switzerland,CHE,Europe,Jersey,1.0,49 days 00:00:00.000000000
15353,Switzerland,CHE,Europe,Jordan,1.0,49 days 00:00:00.000000000
15354,Switzerland,CHE,Europe,Kenya,1.0,49 days 00:00:00.000000000
15355,Switzerland,CHE,Europe,Latvia,1.0,49 days 00:00:00.000000000
15356,Switzerland,CHE,Europe,Lebanon,1.0,49 days 00:00:00.000000000
15357,Switzerland,CHE,Europe,Luxembourg,1.0,49 days 00:00:00.000000000
15358,Switzerland,CHE,Europe,North Macedonia,1.0,49 days 00:00:00.000000000
15359,Switzerland,CHE,Europe,Malta,1.0,49 days 00:00:00.000000000
15360,Switzerland,CHE,Europe,Montenegro,1.0,49 days 00:00:00.000000000
15361,Switzerland,CHE,Europe,Morocco,1.0,49 days 00:00:00.000000000
15362,Switzerland,CHE,Europe,Netherlands,1.0,49 days 00:00:00.000000000
15363,Switzerland,CHE,Europe,Norway,1.0,49 days 00:00:00.000000000
15364,Switzerland,CHE,Europe,Oman,1.0,49 days 00:00:00.000000000
15365,Switzerland,CHE,Europe,Poland,1.0,49 days 00:00:00.000000000
15366,Switzerland,CHE,Europe,Portugal,1.0,49 days 00:00:00.000000000
15367,Switzerland,CHE,Europe,Qatar,1.0,49 days 00:00:00.000000000
15368,Switzerland,CHE,Europe,Romania,1.0,49 days 00:00:00.000000000
15369,Switzerland,CHE,Europe,Russian Federation,1.0,49 days 00:00:00.000000000
15370,Switzerland,CHE,Europe,Saudi Arabia,1.0,49 days 00:00:00.000000000
15371,Switzerland,CHE,Europe,Serbia,1.0,49 days 00:00:00.000000000
15372,Switzerland,CHE,Europe,Singapore,1.0,49 days 00:00:00.000000000
15373,Switzerland,CHE,Europe,Slovenia,1.0,49 days 00:00:00.000000000
15374,Switzerland,CHE,Europe,South Africa,1.0,49 days 00:00:00.000000000
15375,Switzerland,CHE,Europe,"Korea, Republic of",1.0,49 days 00:00:00.000000000
15376,Switzerland,CHE,Europe,Spain,1.0,49 days 00:00:00.000000000
15377,Switzerland,CHE,Europe,Sweden,1.0,49 days 00:00:00.000000000
15378,Switzerland,CHE,Europe,Thailand,1.0,49 days 00:00:00.000000000
15379,Switzerland,CHE,Europe,Tunisia,1.0,49 days 00:00:00.000000000
15380,Switzerland,CHE,Europe,Turkey,1.0,49 days 00:00:00.000000000
15381,Switzerland,CHE,Europe,Ukraine,1.0,49 days 00:00:00.000000000
15382,Switzerland,CHE,Europe,United Arab Emirates,1.0,49 days 00:00:00.000000000
15383,Switzerland,CHE,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,49 days 00:00:00.000000000
15384,Switzerland,CHE,Europe,United States of America,1.0,49 days 00:00:00.000000000
15568,Taiwan,TWN,Asia,Australia,1.0,61 days 00:00:00.000000000
15569,Taiwan,TWN,Asia,Austria,1.0,61 days 00:00:00.000000000
15570,Taiwan,TWN,Asia,Myanmar,1.0,61 days 00:00:00.000000000
15571,Taiwan,TWN,Asia,Cambodia,1.0,61 days 00:00:00.000000000
15572,Taiwan,TWN,Asia,Canada,1.0,61 days 00:00:00.000000000
15573,Taiwan,TWN,Asia,China,1.0,61 days 00:00:00.000000000
15574,Taiwan,TWN,Asia,France,1.0,61 days 00:00:00.000000000
15575,Taiwan,TWN,Asia,Germany,1.0,61 days 00:00:00.000000000
15576,Taiwan,TWN,Asia,Guam,1.0,61 days 00:00:00.000000000
15577,Taiwan,TWN,Asia,Hong Kong,1.0,61 days 00:00:00.000000000
15578,Taiwan,TWN,Asia,India,1.0,61 days 00:00:00.000000000
15579,Taiwan,TWN,Asia,Indonesia,1.0,61 days 00:00:00.000000000
15580,Taiwan,TWN,Asia,Japan,1.0,61 days 00:00:00.000000000
15581,Taiwan,TWN,Asia,Macao,1.0,61 days 00:00:00.000000000
15582,Taiwan,TWN,Asia,Malaysia,1.0,61 days 00:00:00.000000000
15583,Taiwan,TWN,Asia,Netherlands,1.0,61 days 00:00:00.000000000
15584,Taiwan,TWN,Asia,Palau,1.0,61 days 00:00:00.000000000
15585,Taiwan,TWN,Asia,Philippines,1.0,61 days 00:00:00.000000000
15586,Taiwan,TWN,Asia,Singapore,1.0,61 days 00:00:00.000000000
15587,Taiwan,TWN,Asia,"Korea, Republic of",1.0,61 days 00:00:00.000000000
15588,Taiwan,TWN,Asia,Thailand,1.0,61 days 00:00:00.000000000
15589,Taiwan,TWN,Asia,United Arab Emirates,1.0,61 days 00:00:00.000000000
15590,Taiwan,TWN,Asia,United States of America,1.0,61 days 00:00:00.000000000
15591,Taiwan,TWN,Asia,Viet Nam,1.0,61 days 00:00:00.000000000
15616,Tajikistan,TJK,Asia,China,1.0,108 days 00:00:00.000000000
15617,Tajikistan,TJK,Asia,Germany,1.0,108 days 00:00:00.000000000
15618,Tajikistan,TJK,Asia,India,1.0,108 days 00:00:00.000000000
15619,Tajikistan,TJK,Asia,Iran (Islamic Republic of),1.0,108 days 00:00:00.000000000
15620,Tajikistan,TJK,Asia,Kazakhstan,1.0,108 days 00:00:00.000000000
15621,Tajikistan,TJK,Asia,Kyrgyzstan,1.0,108 days 00:00:00.000000000
15622,Tajikistan,TJK,Asia,Russian Federation,1.0,108 days 00:00:00.000000000
15623,Tajikistan,TJK,Asia,Turkey,1.0,108 days 00:00:00.000000000
15624,Tajikistan,TJK,Asia,United Arab Emirates,1.0,108 days 00:00:00.000000000
15652,"Tanzania, United Republic of",TZA,Africa,Comoros,1.0,91 days 00:00:00.000000000
15653,"Tanzania, United Republic of",TZA,Africa,Egypt,1.0,91 days 00:00:00.000000000
15654,"Tanzania, United Republic of",TZA,Africa,Ethiopia,1.0,91 days 00:00:00.000000000
15655,"Tanzania, United Republic of",TZA,Africa,Germany,1.0,91 days 00:00:00.000000000
15656,"Tanzania, United Republic of",TZA,Africa,Kenya,1.0,91 days 00:00:00.000000000
15657,"Tanzania, United Republic of",TZA,Africa,Malawi,1.0,91 days 00:00:00.000000000
15658,"Tanzania, United Republic of",TZA,Africa,Mayotte,1.0,91 days 00:00:00.000000000
15659,"Tanzania, United Republic of",TZA,Africa,Mozambique,1.0,91 days 00:00:00.000000000
15660,"Tanzania, United Republic of",TZA,Africa,Netherlands,1.0,91 days 00:00:00.000000000
15661,"Tanzania, United Republic of",TZA,Africa,Oman,1.0,91 days 00:00:00.000000000
15662,"Tanzania, United Republic of",TZA,Africa,Qatar,1.0,91 days 00:00:00.000000000
15663,"Tanzania, United Republic of",TZA,Africa,Rwanda,1.0,91 days 00:00:00.000000000
15664,"Tanzania, United Republic of",TZA,Africa,South Africa,1.0,91 days 00:00:00.000000000
15665,"Tanzania, United Republic of",TZA,Africa,Turkey,1.0,91 days 00:00:00.000000000
15666,"Tanzania, United Republic of",TZA,Africa,Uganda,1.0,91 days 00:00:00.000000000
15667,"Tanzania, United Republic of",TZA,Africa,United Arab Emirates,1.0,91 days 00:00:00.000000000
15668,"Tanzania, United Republic of",TZA,Africa,Zimbabwe,1.0,91 days 00:00:00.000000000
15788,Thailand,THA,Asia,Australia,1.0,58 days 00:00:00.000000000
15789,Thailand,THA,Asia,Austria,1.0,58 days 00:00:00.000000000
15790,Thailand,THA,Asia,Bahrain,1.0,58 days 00:00:00.000000000
15791,Thailand,THA,Asia,Bangladesh,1.0,58 days 00:00:00.000000000
15792,Thailand,THA,Asia,Belgium,1.0,58 days 00:00:00.000000000
15793,Thailand,THA,Asia,Brunei,1.0,58 days 00:00:00.000000000
15794,Thailand,THA,Asia,Myanmar,1.0,58 days 00:00:00.000000000
15795,Thailand,THA,Asia,Cambodia,1.0,58 days 00:00:00.000000000
15796,Thailand,THA,Asia,China,1.0,58 days 00:00:00.000000000
15797,Thailand,THA,Asia,Denmark,1.0,58 days 00:00:00.000000000
15798,Thailand,THA,Asia,Egypt,1.0,58 days 00:00:00.000000000
15799,Thailand,THA,Asia,Ethiopia,1.0,58 days 00:00:00.000000000
15800,Thailand,THA,Asia,Finland,1.0,58 days 00:00:00.000000000
15801,Thailand,THA,Asia,France,1.0,58 days 00:00:00.000000000
15802,Thailand,THA,Asia,Germany,1.0,58 days 00:00:00.000000000
15803,Thailand,THA,Asia,Hong Kong,1.0,58 days 00:00:00.000000000
15804,Thailand,THA,Asia,India,1.0,58 days 00:00:00.000000000
15805,Thailand,THA,Asia,Indonesia,1.0,58 days 00:00:00.000000000
15806,Thailand,THA,Asia,Iran (Islamic Republic of),1.0,58 days 00:00:00.000000000
15807,Thailand,THA,Asia,Israel,1.0,58 days 00:00:00.000000000
15808,Thailand,THA,Asia,Italy,1.0,58 days 00:00:00.000000000
15809,Thailand,THA,Asia,Japan,1.0,58 days 00:00:00.000000000
15810,Thailand,THA,Asia,Jordan,1.0,58 days 00:00:00.000000000
15811,Thailand,THA,Asia,Kazakhstan,1.0,58 days 00:00:00.000000000
15812,Thailand,THA,Asia,Kenya,1.0,58 days 00:00:00.000000000
15813,Thailand,THA,Asia,Kuwait,1.0,58 days 00:00:00.000000000
15814,Thailand,THA,Asia,Lao People's Democratic Republic,1.0,58 days 00:00:00.000000000
15815,Thailand,THA,Asia,Macao,1.0,58 days 00:00:00.000000000
15816,Thailand,THA,Asia,Madagascar,1.0,58 days 00:00:00.000000000
15817,Thailand,THA,Asia,Malaysia,1.0,58 days 00:00:00.000000000
15818,Thailand,THA,Asia,Maldives,1.0,58 days 00:00:00.000000000
15819,Thailand,THA,Asia,Mongolia,1.0,58 days 00:00:00.000000000
15820,Thailand,THA,Asia,Nepal,1.0,58 days 00:00:00.000000000
15821,Thailand,THA,Asia,Netherlands,1.0,58 days 00:00:00.000000000
15822,Thailand,THA,Asia,New Zealand,1.0,58 days 00:00:00.000000000
15823,Thailand,THA,Asia,Norway,1.0,58 days 00:00:00.000000000
15824,Thailand,THA,Asia,Oman,1.0,58 days 00:00:00.000000000
15825,Thailand,THA,Asia,Pakistan,1.0,58 days 00:00:00.000000000
15826,Thailand,THA,Asia,Philippines,1.0,58 days 00:00:00.000000000
15827,Thailand,THA,Asia,Qatar,1.0,58 days 00:00:00.000000000
15828,Thailand,THA,Asia,Russian Federation,1.0,58 days 00:00:00.000000000
15829,Thailand,THA,Asia,Singapore,1.0,58 days 00:00:00.000000000
15830,Thailand,THA,Asia,South Africa,1.0,58 days 00:00:00.000000000
15831,Thailand,THA,Asia,"Korea, Republic of",1.0,58 days 00:00:00.000000000
15832,Thailand,THA,Asia,Spain,1.0,58 days 00:00:00.000000000
15833,Thailand,THA,Asia,Sri Lanka,1.0,58 days 00:00:00.000000000
15834,Thailand,THA,Asia,Sweden,1.0,58 days 00:00:00.000000000
15835,Thailand,THA,Asia,Switzerland,1.0,58 days 00:00:00.000000000
15836,Thailand,THA,Asia,Taiwan,1.0,58 days 00:00:00.000000000
15837,Thailand,THA,Asia,Turkey,1.0,58 days 00:00:00.000000000
15838,Thailand,THA,Asia,Ukraine,1.0,58 days 00:00:00.000000000
15839,Thailand,THA,Asia,United Arab Emirates,1.0,58 days 00:00:00.000000000
15840,Thailand,THA,Asia,United Kingdom of Great Britain and Northern Ireland,1.0,58 days 00:00:00.000000000
15841,Thailand,THA,Asia,Uzbekistan,1.0,58 days 00:00:00.000000000
15842,Thailand,THA,Asia,Viet Nam,1.0,58 days 00:00:00.000000000
16008,Togo,TGO,Africa,Belgium,1.0,103 days 00:00:00.000000000
16009,Togo,TGO,Africa,Benin,1.0,103 days 00:00:00.000000000
16010,Togo,TGO,Africa,Brazil,1.0,103 days 00:00:00.000000000
16011,Togo,TGO,Africa,Burkina Faso,1.0,103 days 00:00:00.000000000
16012,Togo,TGO,Africa,Cameroon,1.0,103 days 00:00:00.000000000
16013,Togo,TGO,Africa,Côte d'Ivoire,1.0,103 days 00:00:00.000000000
16014,Togo,TGO,Africa,Ethiopia,1.0,103 days 00:00:00.000000000
16015,Togo,TGO,Africa,France,1.0,103 days 00:00:00.000000000
16016,Togo,TGO,Africa,Gabon,1.0,103 days 00:00:00.000000000
16017,Togo,TGO,Africa,Ghana,1.0,103 days 00:00:00.000000000
16018,Togo,TGO,Africa,Guinea,1.0,103 days 00:00:00.000000000
16019,Togo,TGO,Africa,Mali,1.0,103 days 00:00:00.000000000
16020,Togo,TGO,Africa,Nigeria,1.0,103 days 00:00:00.000000000
16047,Tonga,TON,Oceania,Australia,1.0,999 days 00:00:00.000000000
16048,Tonga,TON,Oceania,Fiji,1.0,999 days 00:00:00.000000000
16049,Tonga,TON,Oceania,New Zealand,1.0,999 days 00:00:00.000000000
16053,Trinidad and Tobago,TTO,Americas,Antigua and Barbuda,1.0,78 days 00:00:00.000000000
16054,Trinidad and Tobago,TTO,Americas,Barbados,1.0,78 days 00:00:00.000000000
16055,Trinidad and Tobago,TTO,Americas,Canada,1.0,78 days 00:00:00.000000000
16056,Trinidad and Tobago,TTO,Americas,Grenada,1.0,78 days 00:00:00.000000000
16057,Trinidad and Tobago,TTO,Americas,Guyana,1.0,78 days 00:00:00.000000000
16058,Trinidad and Tobago,TTO,Americas,Jamaica,1.0,78 days 00:00:00.000000000
16059,Trinidad and Tobago,TTO,Americas,Netherlands Antilles,1.0,78 days 00:00:00.000000000
16060,Trinidad and Tobago,TTO,Americas,Panama,1.0,78 days 00:00:00.000000000
16061,Trinidad and Tobago,TTO,Americas,Saint Lucia,1.0,78 days 00:00:00.000000000
16062,Trinidad and Tobago,TTO,Americas,Saint Vincent and the Grenadines,1.0,78 days 00:00:00.000000000
16063,Trinidad and Tobago,TTO,Americas,Suriname,1.0,78 days 00:00:00.000000000
16064,Trinidad and Tobago,TTO,Americas,United Kingdom of Great Britain and Northern Ireland,1.0,78 days 00:00:00.000000000
16065,Trinidad and Tobago,TTO,Americas,United States of America,1.0,78 days 00:00:00.000000000
16066,Trinidad and Tobago,TTO,Americas,Venezuela (Bolivarian Republic of),1.0,78 days 00:00:00.000000000
16081,Tunisia,TUN,Africa,Algeria,1.0,67 days 00:00:00.000000000
16082,Tunisia,TUN,Africa,Austria,1.0,67 days 00:00:00.000000000
16083,Tunisia,TUN,Africa,Belgium,1.0,67 days 00:00:00.000000000
16084,Tunisia,TUN,Africa,Burkina Faso,1.0,67 days 00:00:00.000000000
16085,Tunisia,TUN,Africa,Côte d'Ivoire,1.0,67 days 00:00:00.000000000
16086,Tunisia,TUN,Africa,Egypt,1.0,67 days 00:00:00.000000000
16087,Tunisia,TUN,Africa,France,1.0,67 days 00:00:00.000000000
16088,Tunisia,TUN,Africa,Germany,1.0,67 days 00:00:00.000000000
16089,Tunisia,TUN,Africa,Italy,1.0,67 days 00:00:00.000000000
16090,Tunisia,TUN,Africa,Jordan,1.0,67 days 00:00:00.000000000
16091,Tunisia,TUN,Africa,Kuwait,1.0,67 days 00:00:00.000000000
16092,Tunisia,TUN,Africa,Lebanon,1.0,67 days 00:00:00.000000000
